review_vi,review_pre,sentiment
Anh ấy đã không giúp đỡ đồng đội của tôi trong dự án này.,anh_ấy đã không giúp đỡ đồng đội của tôi trong dự án này.,negative
Bạn là người luôn yêu thương và quan tâm đến người khác.,bạn là người luôn yêu thương và quan tâm đến người khác.,positive
Anh ta không tôn trọng thời hạn và gây ra vấn đề trong nhóm.,anh ta không tôn trọng thời hạn và gây ra vấn đề trong nhóm.,negative
Bạn là người luôn đưa ra những giải pháp tốt nhất cho các vấn đề của nhóm.,bạn là người luôn đưa ra những giải pháp tốt nhất cho các vấn đề của nhóm.,positive
Anh ấy không tìm cách giải quyết vấn đề và làm việc một mình trong nhóm.,anh_ấy không tìm cách giải quyết vấn đề và làm việc một mình trong nhóm.,negative
Bạn là người luôn tôn trọng ý kiến ​​của người khác và dễ chịu hơn bao giờ hết.,bạn là người luôn tôn trọng ý kiến ​​của người khác và dễ chịu hơn bao giờ hết.,positive
Anh ấy không tôn trọng người khác và thường để các thành viên khác bị tổn thương.,anh_ấy không tôn trọng người khác và thường để các thành viên khác bị tổn thương.,negative
Bạn rất chuyên nghiệp và nghiêm túc trong công việc.,bạn rất chuyên nghiệp và nghiêm túc trong công việc.,positive
Anh ta không tôn trọng ý kiến ​​​​của người khác và luôn muốn thống trị.,anh ta không tôn trọng ý kiến ​​​​của người khác và luôn muốn thống trị.,negative
Bạn tôi là một người rất năng động và luôn giúp đỡ mọi người xung quanh.,bạn tôi là một người rất năng động và luôn giúp đỡ mọi người xung quanh.,positive
Anh ta là kẻ phá hoại trong nhóm.,anh ta là kẻ phá hoại trong nhóm.,negative
"Bạn là người rất phân tích và giải thích rõ ràng, dễ hiểu cho mọi người.","bạn là người rất phân tích và giải thích rõ ràng, dễ hiểu cho mọi người.",positive
Anh ấy là người ích kỷ nhất mà tôi từng biết.,anh_ấy là người ích kỷ nhất mà tôi từng biết.,negative
Bạn là người rất sáng suốt và đưa ra những quyết định tối ưu cho công việc của nhóm.,bạn là người rất sáng suốt và đưa ra những quyết định tối ưu cho công việc của nhóm.,positive
Anh ấy là người lười nhất trong nhóm.,anh_ấy là người lười nhất trong nhóm.,negative
Bạn tôi là người rất thông minh và được mọi người yêu quý vì sự thông minh của mình.,bạn tôi là người rất thông minh và được mọi người yêu quý vì sự thông minh của mình.,positive
Anh ta làm chậm tiến độ công việc của nhóm và thường thiếu trách nhiệm.,anh ta làm chậm tiến độ công việc của nhóm và thường thiếu trách nhiệm.,negative
Bạn là một người rất tinh tế và có con mắt sáng suốt trong việc khám phá những điều mới mẻ trong công việc.,bạn là một người rất tinh tế và có con mắt sáng suốt trong việc khám phá những điều mới mẻ trong công việc.,positive
Anh ấy là người nói nhiều và thường tạo ra xung đột trong nhóm.,anh_ấy là người nói nhiều và thường tạo ra xung đột trong nhóm.,negative
"Bạn là người rất am hiểu và có khả năng tìm kiếm thông tin nhanh chóng, hiệu quả.","bạn là người rất am hiểu và có khả năng tìm kiếm thông tin nhanh chóng, hiệu quả.",positive
"Anh ấy làm mọi việc một mình, không giúp đỡ người khác trong nhóm của mình.","anh_ấy làm mọi việc một mình, không giúp đỡ người khác trong nhóm của mình.",negative
Bạn là người rất trực tiếp và thẳng thắn trong giao tiếp với người khác.,bạn là người rất trực tiếp và thẳng thắn trong giao tiếp với người khác.,positive
"Anh ta làm việc thiếu chú ý, ảnh hưởng tiêu cực đến tiến độ của dự án.","anh ta làm việc thiếu chú ý, ảnh hưởng tiêu cực đến tiến độ của dự án.",negative
Bạn luôn siêng năng và tỉ mỉ trong công việc.,bạn luôn siêng năng và tỉ mỉ trong công việc.,positive
Anh ấy lười biếng và không hợp tác trong nhóm làm bài tập về nhà.,anh_ấy lười biếng và không hợp tác trong nhóm làm bài tập về nhà.,negative
Bạn luôn có khả năng giải quyết vấn đề rất tốt và nhanh chóng khắc phục các vấn đề trong công việc.,bạn luôn có khả năng giải quyết vấn đề rất tốt và nhanh chóng khắc phục các vấn đề trong công việc.,positive
Anh ấy luôn áp đặt suy nghĩ của mình lên người khác.,anh_ấy luôn áp đặt suy nghĩ của mình lên người khác.,negative
Bạn luôn tạo được niềm tin và sự động viên cho mọi người.,bạn luôn tạo được niềm tin và sự động viên cho mọi người.,positive
Anh ấy luôn bất mãn và đòi hỏi người khác phải chịu trách nhiệm.,anh_ấy luôn bất mãn và đòi hỏi người khác phải chịu trách nhiệm.,negative
Bạn tôi luôn tươi cười và luôn giữ tinh thần lạc quan.,bạn tôi luôn tươi cười và luôn giữ tinh thần lạc quan.,positive
Anh ấy luôn cố gắng bắt chước tôi mà không tự tìm hiểu.,anh_ấy luôn cố gắng bắt chước tôi mà không tự tìm hiểu.,negative
Bạn luôn quan tâm đến tầm nhìn và lợi ích của nhóm trong công việc.,bạn luôn quan tâm đến tầm nhìn và lợi ích của nhóm trong công việc.,positive
Anh chàng này là một người có tư duy sáng tạo.,anh chàng này là một người có tư duy sáng tạo.,positive
Anh ta luôn cố gắng ép buộc người khác làm những gì anh ta muốn.,anh ta luôn cố gắng ép buộc người khác làm những gì anh ta muốn.,negative
Anh chàng này cực kỳ năng động và sáng tạo.,anh chàng này cực kỳ năng động và sáng tạo.,positive
Anh ta luôn cố gắng gây rắc rối với người khác và thiếu tôn trọng.,anh ta luôn cố gắng gây rắc rối với người khác và thiếu tôn trọng.,negative
Anh ấy luôn cố gắng khoe khoang về bản thân và khiến người khác khó chịu.,anh_ấy luôn cố gắng khoe khoang về bản thân và khiến người khác khó chịu.,negative
Anh chàng này rất chắc chắn và đưa ra những quyết định đúng đắn.,anh chàng này rất chắc chắn và đưa ra những quyết định đúng đắn.,positive
Anh ấy luôn cố gắng kiểm soát và làm mọi việc ngoài ý muốn của người khác.,anh_ấy luôn cố gắng kiểm soát và làm mọi việc ngoài ý muốn của người khác.,negative
Anh chàng này là một người rất chân thành và trung thực.,anh chàng này là một người rất chân thành và trung thực.,positive
Anh chàng này là một người rất có trách nhiệm và quan tâm đến từng chi tiết nhỏ.,anh chàng này là một người rất có trách nhiệm và quan tâm đến từng chi tiết nhỏ.,positive
Anh ta luôn độc đoán và đưa ra những phán xét sai lầm.,anh ta luôn độc đoán và đưa ra những phán xét sai lầm.,negative
Anh chàng này rất đam mê công việc của mình.,anh chàng này rất đam mê công việc của mình.,positive
Anh ta luôn quậy phá và thiếu tôn trọng giáo viên.,anh ta luôn quậy phá và thiếu tôn trọng giáo viên.,negative
Anh chàng này là người rất cân đối và thông cảm.,anh chàng này là người rất cân đối và thông cảm.,positive
Anh ta luôn nắm giữ quyền lực và không bao giờ chia sẻ nó với người khác.,anh ta luôn nắm giữ quyền lực và không bao giờ chia sẻ nó với người khác.,negative
Anh chàng này luôn cố gắng hết mình cho các bài kiểm tra của mình.,anh chàng này luôn cố gắng hết mình cho các bài kiểm tra của mình.,positive
Anh ta luôn muốn lấy thứ gì đó từ người khác.,anh ta luôn muốn lấy thứ gì đó từ người khác.,negative
Anh ấy luôn muốn là người đi đầu trong mọi việc mà không quan tâm đến người khác.,anh_ấy luôn muốn là người đi đầu trong mọi việc mà không quan tâm đến người khác.,negative
Anh chàng này luôn có những gợi ý và giúp đỡ những người xung quanh.,anh chàng này luôn có những gợi ý và giúp đỡ những người xung quanh.,positive
Anh chàng này luôn có tinh thần trách nhiệm cao và giữ lời hứa.,anh chàng này luôn có tinh thần trách nhiệm cao và giữ lời hứa.,positive
Anh luôn muốn kiểm soát mọi công việc của nhóm và từ chối chia sẻ.,anh luôn muốn kiểm soát mọi công việc của nhóm và từ chối chia sẻ.,negative
Anh ấy luôn phàn nàn và không bao giờ hài lòng với bất cứ điều gì.,anh_ấy luôn phàn nàn và không bao giờ hài lòng với bất cứ điều gì.,negative
Anh chàng này rất dũng cảm và sẵn sàng đối mặt với thử thách.,anh chàng này rất dũng cảm và sẵn sàng đối mặt với thử thách.,positive
Anh ấy luôn phàn nàn và không hài lòng với mọi thứ.,anh_ấy luôn phàn nàn và không hài lòng với mọi thứ.,negative
Anh chàng này rất sáng tạo trong các dự án thực tế.,anh chàng này rất sáng tạo trong các dự án thực tế.,positive
Anh ấy luôn phàn nàn và không hài lòng với những gì đội bóng làm.,anh_ấy luôn phàn nàn và không hài lòng với những gì đội bóng làm.,negative
Anh chàng rất vui tính và luôn khiến mọi người cười nhiều hơn.,anh chàng rất vui tính và luôn khiến mọi người cười nhiều hơn.,positive
Anh ấy luôn phàn nàn về mọi thứ và không bao giờ đưa ra ý kiến ​​của mình.,anh_ấy luôn phàn nàn về mọi thứ và không bao giờ đưa ra ý kiến ​​của mình.,negative
Anh ấy rất nhiệt tình và luôn cố gắng phát triển bản thân để giúp đỡ đồng đội xa hơn.,anh_ấy rất nhiệt tình và luôn cố gắng phát triển bản thân để giúp đỡ đồng đội xa hơn.,positive
Anh ấy luôn phàn nàn về mọi thứ và không khéo léo trong việc giải quyết vấn đề.,anh_ấy luôn phàn nàn về mọi thứ và không khéo léo trong việc giải quyết vấn đề.,negative
